dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,asian_0.0_c_predictions_set_,black_0.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0302,0.0130,0.0132,0.0455,0.0453,0.0029,0.0056,0.0059,0.0397,0.0395,0.0000,0.0018,0.0020,0.0165,0.0166,0.0000,0.0274,0.0273,0.8391,0.8117,0.8118,0.0000,0.0083,0.0556,0.0453,0.0185
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0375,0.0130,0.0132,0.0455,0.0453,0.0458,0.0056,0.0059,0.0397,0.0395,0.0375,0.0018,0.0020,0.0165,0.0166,0.0161,0.0274,0.0273,0.0449,0.8117,0.8118,0.7942,0.0010,0.0127,0.0078,0.0024
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Validation,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0536,0.0056,0.0059,0.0397,0.0395,0.0410,0.0018,0.0020,0.0165,0.0166,0.0176,0.0274,0.0273,0.0107,0.8117,0.8118,0.8284,0.0000,0.0049,0.0044,0.0010
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Test,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0585,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.0024,0.8117,0.8114,0.8363,0.0000,0.0005,0.0000,0.0000
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Test,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.0000,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Test,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0258,0.0130,0.0132,0.0455,0.0458,0.0015,0.0056,0.0054,0.0397,0.0400,0.0000,0.0018,0.0015,0.0165,0.0166,0.0000,0.0274,0.0273,0.8387,0.8117,0.8114,0.0000,0.0132,0.0575,0.0453,0.0180
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Test,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0443,0.0056,0.0054,0.0397,0.0400,0.0395,0.0018,0.0015,0.0165,0.0166,0.0161,0.0274,0.0273,0.0478,0.8117,0.8114,0.7909,0.0010,0.0146,0.0058,0.0019
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Test,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0521,0.0056,0.0054,0.0397,0.0400,0.0414,0.0018,0.0015,0.0165,0.0166,0.0175,0.0274,0.0273,0.0088,0.8117,0.8114,0.8299,0.0000,0.0068,0.0039,0.0005
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Validation,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0536,0.0056,0.0059,0.0397,0.0395,0.0414,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.0146,0.8117,0.8118,0.8245,0.0000,0.0049,0.0039,0.0005
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Test,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0517,0.0056,0.0054,0.0397,0.0400,0.0429,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.0132,0.8117,0.8114,0.8255,0.0000,0.0073,0.0024,0.0000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0215,0.0130,0.0132,0.0455,0.0453,0.0229,0.0056,0.0059,0.0397,0.0395,0.0224,0.0018,0.0020,0.0165,0.0166,0.0063,0.0274,0.0273,0.8117,0.8118,0.2886,0.0171,0.0356,0.0229,0.0122,0.5505
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0361,0.0130,0.0132,0.0455,0.0453,0.0517,0.0056,0.0059,0.0397,0.0395,0.0410,0.0018,0.0020,0.0165,0.0166,0.0176,0.0274,0.0273,0.8117,0.8118,0.8172,0.0024,0.0068,0.0044,0.0010,0.0219
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0371,0.0130,0.0132,0.0455,0.0453,0.0561,0.0056,0.0059,0.0397,0.0395,0.0444,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8118,0.8318,0.0015,0.0024,0.0010,0.0005,0.0073
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0205,0.0130,0.0132,0.0455,0.0458,0.0190,0.0056,0.0054,0.0397,0.0400,0.0244,0.0018,0.0015,0.0165,0.0166,0.0093,0.0274,0.0273,0.8117,0.8114,0.2763,0.0185,0.0400,0.0210,0.0088,0.5624
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0370,0.0130,0.0132,0.0455,0.0458,0.0507,0.0056,0.0054,0.0397,0.0400,0.0409,0.0018,0.0015,0.0165,0.0166,0.0161,0.0274,0.0273,0.8117,0.8114,0.8168,0.0019,0.0083,0.0044,0.0019,0.0219
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0560,0.0056,0.0054,0.0397,0.0400,0.0439,0.0018,0.0015,0.0165,0.0166,0.0166,0.0274,0.0273,0.8117,0.8114,0.8333,0.0010,0.0029,0.0015,0.0015,0.0054
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8118,0.8372,0.0005,0.0000,0.0000,0.0005,0.0020
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0448,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8363,0.0000,0.0000,0.0005,0.0000,0.0024
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0215,0.0130,0.0132,0.0455,0.0453,0.0229,0.0056,0.0059,0.0397,0.0395,0.0224,0.0018,0.0020,0.0165,0.0166,0.0063,0.0274,0.0273,0.8117,0.8118,0.2886,0.0171,0.0356,0.0229,0.0122,0.5505
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0361,0.0130,0.0132,0.0455,0.0453,0.0517,0.0056,0.0059,0.0397,0.0395,0.0410,0.0018,0.0020,0.0165,0.0166,0.0176,0.0274,0.0273,0.8117,0.8118,0.8172,0.0024,0.0068,0.0044,0.0010,0.0219
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0371,0.0130,0.0132,0.0455,0.0453,0.0561,0.0056,0.0059,0.0397,0.0395,0.0444,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8118,0.8318,0.0015,0.0024,0.0010,0.0005,0.0073
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0205,0.0130,0.0132,0.0455,0.0458,0.0190,0.0056,0.0054,0.0397,0.0400,0.0244,0.0018,0.0015,0.0165,0.0166,0.0093,0.0274,0.0273,0.8117,0.8114,0.2763,0.0185,0.0400,0.0210,0.0088,0.5624
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0370,0.0130,0.0132,0.0455,0.0458,0.0507,0.0056,0.0054,0.0397,0.0400,0.0409,0.0018,0.0015,0.0165,0.0166,0.0161,0.0274,0.0273,0.8117,0.8114,0.8168,0.0019,0.0083,0.0044,0.0019,0.0219
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0560,0.0056,0.0054,0.0397,0.0400,0.0439,0.0018,0.0015,0.0165,0.0166,0.0166,0.0274,0.0273,0.8117,0.8114,0.8333,0.0010,0.0029,0.0015,0.0015,0.0054
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Validation,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8118,0.8372,0.0005,0.0000,0.0000,0.0005,0.0020
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0448,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8363,0.0000,0.0000,0.0005,0.0000,0.0024
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.0005,0.8117,0.8118,0.8386,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.0000,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0317,0.0130,0.0132,0.0455,0.0453,0.0088,0.0056,0.0059,0.0397,0.0395,0.0000,0.0018,0.0020,0.0165,0.0166,0.0000,0.0274,0.0273,0.8391,0.8117,0.8118,0.0000,0.0068,0.0497,0.0453,0.0185
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0371,0.0130,0.0132,0.0455,0.0453,0.0483,0.0056,0.0059,0.0397,0.0395,0.0361,0.0018,0.0020,0.0165,0.0166,0.0146,0.0274,0.0273,0.0512,0.8117,0.8118,0.7879,0.0015,0.0102,0.0093,0.0039
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0531,0.0056,0.0059,0.0397,0.0395,0.0424,0.0018,0.0020,0.0165,0.0166,0.0176,0.0274,0.0273,0.0112,0.8117,0.8118,0.8279,0.0005,0.0054,0.0029,0.0010
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0585,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.0005,0.8117,0.8114,0.8382,0.0000,0.0005,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.0000,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0297,0.0130,0.0132,0.0455,0.0458,0.0073,0.0056,0.0054,0.0397,0.0400,0.0005,0.0018,0.0015,0.0165,0.0166,0.0000,0.0274,0.0273,0.8387,0.8117,0.8114,0.0000,0.0093,0.0517,0.0448,0.0180
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0385,0.0130,0.0132,0.0455,0.0458,0.0443,0.0056,0.0054,0.0397,0.0400,0.0395,0.0018,0.0015,0.0165,0.0166,0.0156,0.0274,0.0273,0.0575,0.8117,0.8114,0.7812,0.0005,0.0146,0.0058,0.0024
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0526,0.0056,0.0054,0.0397,0.0400,0.0434,0.0018,0.0015,0.0165,0.0166,0.0166,0.0274,0.0273,0.0117,0.8117,0.8114,0.8270,0.0000,0.0063,0.0019,0.0015
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0531,0.0056,0.0059,0.0397,0.0395,0.0395,0.0018,0.0020,0.0165,0.0166,0.0166,0.0274,0.0273,0.0263,0.8117,0.8118,0.8128,0.0000,0.0054,0.0059,0.0020
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0521,0.0056,0.0054,0.0397,0.0400,0.0419,0.0018,0.0015,0.0165,0.0166,0.0171,0.0274,0.0273,0.0273,0.8117,0.8114,0.8114,0.0000,0.0068,0.0034,0.0010
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.0005,0.8117,0.8118,0.8386,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.0000,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0317,0.0130,0.0132,0.0455,0.0453,0.0088,0.0056,0.0059,0.0397,0.0395,0.0000,0.0018,0.0020,0.0165,0.0166,0.0000,0.0274,0.0273,0.8391,0.8117,0.8118,0.0000,0.0068,0.0497,0.0453,0.0185
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0371,0.0130,0.0132,0.0455,0.0453,0.0483,0.0056,0.0059,0.0397,0.0395,0.0361,0.0018,0.0020,0.0165,0.0166,0.0146,0.0274,0.0273,0.0512,0.8117,0.8118,0.7879,0.0015,0.0102,0.0093,0.0039
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0531,0.0056,0.0059,0.0397,0.0395,0.0424,0.0018,0.0020,0.0165,0.0166,0.0176,0.0274,0.0273,0.0112,0.8117,0.8118,0.8279,0.0005,0.0054,0.0029,0.0010
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0585,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.0005,0.8117,0.8114,0.8382,0.0000,0.0005,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.0000,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0297,0.0130,0.0132,0.0455,0.0458,0.0073,0.0056,0.0054,0.0397,0.0400,0.0005,0.0018,0.0015,0.0165,0.0166,0.0000,0.0274,0.0273,0.8387,0.8117,0.8114,0.0000,0.0093,0.0517,0.0448,0.0180
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0385,0.0130,0.0132,0.0455,0.0458,0.0443,0.0056,0.0054,0.0397,0.0400,0.0395,0.0018,0.0015,0.0165,0.0166,0.0156,0.0274,0.0273,0.0575,0.8117,0.8114,0.7812,0.0005,0.0146,0.0058,0.0024
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0526,0.0056,0.0054,0.0397,0.0400,0.0434,0.0018,0.0015,0.0165,0.0166,0.0166,0.0274,0.0273,0.0117,0.8117,0.8114,0.8270,0.0000,0.0063,0.0019,0.0015
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0531,0.0056,0.0059,0.0397,0.0395,0.0395,0.0018,0.0020,0.0165,0.0166,0.0166,0.0274,0.0273,0.0263,0.8117,0.8118,0.8128,0.0000,0.0054,0.0059,0.0020
Law School Admission Bar Passage,race1,asian,LexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0521,0.0056,0.0054,0.0397,0.0400,0.0419,0.0018,0.0015,0.0165,0.0166,0.0171,0.0274,0.0273,0.0273,0.8117,0.8114,0.8114,0.0000,0.0068,0.0034,0.0010
Law School Admission Bar Passage,race1,black,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0005,0.0455,0.0453,0.0580,0.0056,0.0059,0.0044,0.0397,0.0395,0.0410,0.0018,0.0020,0.0024,0.0165,0.0166,0.0161,0.0274,0.0273,0.0882,0.8117,0.8118,0.7509,0.0000
Law School Admission Bar Passage,race1,black,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0000,0.0455,0.0453,0.0585,0.0056,0.0059,0.0000,0.0397,0.0395,0.0453,0.0018,0.0020,0.0000,0.0165,0.0166,0.0185,0.0274,0.0273,0.0000,0.8117,0.8118,0.8391,0.0000
Law School Admission Bar Passage,race1,black,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0327,0.0130,0.0132,0.0531,0.0455,0.0453,0.0054,0.0056,0.0059,0.0453,0.0397,0.0395,0.0000,0.0018,0.0020,0.0185,0.0165,0.0166,0.0000,0.0274,0.0273,0.8391,0.8117,0.8118,0.0000,0.0059
Law School Admission Bar Passage,race1,black,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0371,0.0130,0.0132,0.0088,0.0455,0.0453,0.0497,0.0056,0.0059,0.0083,0.0397,0.0395,0.0371,0.0018,0.0020,0.0005,0.0165,0.0166,0.0180,0.0274,0.0273,0.0819,0.8117,0.8118,0.7572,0.0015
Law School Admission Bar Passage,race1,black,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0375,0.0130,0.0132,0.0068,0.0455,0.0453,0.0517,0.0056,0.0059,0.0029,0.0397,0.0395,0.0424,0.0018,0.0020,0.0000,0.0165,0.0166,0.0185,0.0274,0.0273,0.0205,0.8117,0.8118,0.8186,0.0010
Law School Admission Bar Passage,race1,black,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0019,0.0455,0.0458,0.0570,0.0056,0.0054,0.0034,0.0397,0.0400,0.0419,0.0018,0.0015,0.0029,0.0165,0.0166,0.0151,0.0274,0.0273,0.0877,0.8117,0.8114,0.7510,0.0000
Law School Admission Bar Passage,race1,black,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0000,0.0455,0.0458,0.0590,0.0056,0.0054,0.0000,0.0397,0.0400,0.0453,0.0018,0.0015,0.0000,0.0165,0.0166,0.0180,0.0274,0.0273,0.0000,0.8117,0.8114,0.8387,0.0000
